ch,txt,tokens,ch_len
80,  Primitivist Independence     'Small' the state and 'few' the people      Bring about that having artifacts by the tens and hundreds yet they won't use     them      Bring it about that the people  weight  death and don't venture far      Although they have boats and chariots  they don't have reasons to ride in them          Although they have armour and weapons  they don't have reasons to marshall them          Bring it about that humans revert to knotting string and use that       Sweet' their food   beautiful' their clothing      'Peaceful' their neighborhoods  'pleasant' their customs      Nearby states can see each other      And hear the sounds of each other's chickens and dogs      The peoples reach old age and death without any interaction     ,"['Primitivist', 'Independence', ""'Small"", ""'"", 'the', 'state', 'and', ""'few"", ""'"", 'the', 'people', 'Bring', 'about', 'that', 'having', 'artifacts', 'by', 'the', 'tens', 'and', 'hundreds', 'yet', 'they', 'wo', ""n't"", 'use', 'them', 'Bring', 'it', 'about', 'that', 'the', 'people', 'weight', 'death', 'and', 'do', ""n't"", 'venture', 'far', 'Although', 'they', 'have', 'boats', 'and', 'chariots', 'they', 'do', ""n't"", 'have', 'reasons', 'to', 'ride', 'in', 'them', 'Although', 'they', 'have', 'armour', 'and', 'weapons', 'they', 'do', ""n't"", 'have', 'reasons', 'to', 'marshall', 'them', 'Bring', 'it', 'about', 'that', 'humans', 'revert', 'to', 'knotting', 'string', 'and', 'use', 'that', 'Sweet', ""'"", 'their', 'food', 'beautiful', ""'"", 'their', 'clothing', ""'Peaceful"", ""'"", 'their', 'neighborhoods', ""'pleasant"", ""'"", 'their', 'customs', 'Nearby', 'states', 'can', 'see', 'each', 'other', 'And', 'hear', 'the', 'sounds', 'of', 'each', 'other', ""'s"", 'chickens', 'and', 'dogs', 'The', 'peoples', 'reach', 'old', 'age', 'and', 'death', 'without', 'any', 'interaction']",124
81,  Making the Essence Clear     Accurate language is not beautiful      Beautiful language is not accurate      Those who are good at  things  don't distinguish      Those who distinguish are not good at  things       Those who know how are not comprehensive      Those who are comprehensive do not know how      Sages don't accumulate      Although they use it to deem act  others      Themselves increase 'having'     Although they use it to give others      Themselves increase in magnitude      The guide of nature  benefit and yet do not harm      The guide of Sages  deem act and don't dispute                                            Chad     Hansen    Laozi  Lao Tzu  http   www hku hk philodep ch laoency htm   Laozi  Lao Tzu      dates uncertain  Speculation ranges from from ,"['Making', 'the', 'Essence', 'Clear', 'Accurate', 'language', 'is', 'not', 'beautiful', 'Beautiful', 'language', 'is', 'not', 'accurate', 'Those', 'who', 'are', 'good', 'at', 'things', 'do', ""n't"", 'distinguish', 'Those', 'who', 'distinguish', 'are', 'not', 'good', 'at', 'things', 'Those', 'who', 'know', 'how', 'are', 'not', 'comprehensive', 'Those', 'who', 'are', 'comprehensive', 'do', 'not', 'know', 'how', 'Sages', 'do', ""n't"", 'accumulate', 'Although', 'they', 'use', 'it', 'to', 'deem', 'act', 'others', 'Themselves', 'increase', ""'having"", ""'"", 'Although', 'they', 'use', 'it', 'to', 'give', 'others', 'Themselves', 'increase', 'in', 'magnitude', 'The', 'guide', 'of', 'nature', 'benefit', 'and', 'yet', 'do', 'not', 'harm', 'The', 'guide', 'of', 'Sages', 'deem', 'act', 'and', 'do', ""n't"", 'dispute', 'Chad', 'Hansen', 'Laozi', 'Lao', 'Tzu', 'http', 'www', 'hku', 'hk', 'philodep', 'ch', 'laoency', 'htm', 'Laozi', 'Lao', 'Tzu', 'dates', 'uncertain', 'Speculation', 'ranges', 'from', 'from']",115
600, BC to ,"['BC', 'to']",2
200, BC  is  we assume      the author of the Daode Jing  Tao Te Ching   the most beloved and widely translated     Chinese philosophical text  The figure of Laozi has always been shrouded in     mystery  It deepens the more we discover about the texts  Tradition regarded     Laozi as Confucius'  ,"['BC', 'is', 'we', 'assume', 'the', 'author', 'of', 'the', 'Daode', 'Jing', 'Tao', 'Te', 'Ching', 'the', 'most', 'beloved', 'and', 'widely', 'translated', 'Chinese', 'philosophical', 'text', 'The', 'figure', 'of', 'Laozi', 'has', 'always', 'been', 'shrouded', 'in', 'mystery', 'It', 'deepens', 'the', 'more', 'we', 'discover', 'about', 'the', 'texts', 'Tradition', 'regarded', 'Laozi', 'as', 'Confucius', ""'""]",47
6,th Century BC  teacher and the  founder  of     Daoism  the  doubt tradition  movement in modern China gave influential     arguments for dating the text to the middle  Warring States  period      ,"['th', 'Century', 'BC', 'teacher', 'and', 'the', 'founder', 'of', 'Daoism', 'the', 'doubt', 'tradition', 'movement', 'in', 'modern', 'China', 'gave', 'influential', 'arguments', 'for', 'dating', 'the', 'text', 'to', 'the', 'middle', 'Warring', 'States', 'period']",29
4,th Century BC   The discovery of ,"['th', 'Century', 'BC', 'The', 'discovery', 'of']",6
1,st Century BC version of the text suggested     the text was in flux over a long period of time  A  C  Graham argued that the     text probably became important only after Zhuangzi died  ca  ,"['st', 'Century', 'BC', 'version', 'of', 'the', 'text', 'suggested', 'the', 'text', 'was', 'in', 'flux', 'over', 'a', 'long', 'period', 'of', 'time', 'A', 'C', 'Graham', 'argued', 'that', 'the', 'text', 'probably', 'became', 'important', 'only', 'after', 'Zhuangzi', 'died', 'ca']",34
295, BC   Scholars     in China  on the contrary  have reverted to the traditional dating placing Laozi     before Confucius  Many scholars dismiss Laozi as mythological or use his name     as shorthand for  the author s  of the Daode Jing   The interpretation     of the text is complicated by its disputed history and  thus  is even more controversial      There are now over ,"['BC', 'Scholars', 'in', 'China', 'on', 'the', 'contrary', 'have', 'reverted', 'to', 'the', 'traditional', 'dating', 'placing', 'Laozi', 'before', 'Confucius', 'Many', 'scholars', 'dismiss', 'Laozi', 'as', 'mythological', 'or', 'use', 'his', 'name', 'as', 'shorthand', 'for', 'the', 'author', 's', 'of', 'the', 'Daode', 'Jing', 'The', 'interpretation', 'of', 'the', 'text', 'is', 'complicated', 'by', 'its', 'disputed', 'history', 'and', 'thus', 'is', 'even', 'more', 'controversial', 'There', 'are', 'now', 'over']",58
100, different translations and closer to ,"['different', 'translations', 'and', 'closer', 'to']",5
2000, commentaries     in Chinese  Traditional views are that Laozi inspired Zhuangzi and they together     formed a philosophical school known as  Daoism  which inspired a later     religion of the same name  Until recently  scholars mostly thought the religion     was a distortion of the philosophy  but some now argue that the text emerged     first from a religion worshipping the Yellow Emperor along with Laozi  known     as Huang Lao    We obviously cannot     consider all the interpretations here and our interest is more philosophical     than religious  We can justify our focus whichever historical story we tell     since  as Graham's analysis stressed  the Zhuangzi introduces Laozi into Chinese     philosophical discourse  Whatever its dates and origin  Laozi first meant to     Chinese philosophy what the school of Zhuangzi first found of interest in it      We will look for the philosophical theory that would best justify Zhuangzi's     interest and explain the traditional genealogy  We leave open whether the religious     reading came later than the philosophical or preceded it  We should note     that religious interpretations dominate the extant translations  They reverse     our strategy here and make the interpretation of Zhuangzi conform to the theory     that he was a religious disciple  According to this interpretation  Laozi and     later Zhuangzi had some mystical experience an experience of the indescribable     oneness of everything  They changed the meaning of  dao   tao  from      guiding instructions  and used it to refer to a divine being  on     the model of Buddha or mystical creator God    Besides the empirically     dubious claims about the mystical experiences and the meaning change  the religious     interpretation of the text faces serious difficulties   ,"['commentaries', 'in', 'Chinese', 'Traditional', 'views', 'are', 'that', 'Laozi', 'inspired', 'Zhuangzi', 'and', 'they', 'together', 'formed', 'a', 'philosophical', 'school', 'known', 'as', 'Daoism', 'which', 'inspired', 'a', 'later', 'religion', 'of', 'the', 'same', 'name', 'Until', 'recently', 'scholars', 'mostly', 'thought', 'the', 'religion', 'was', 'a', 'distortion', 'of', 'the', 'philosophy', 'but', 'some', 'now', 'argue', 'that', 'the', 'text', 'emerged', 'first', 'from', 'a', 'religion', 'worshipping', 'the', 'Yellow', 'Emperor', 'along', 'with', 'Laozi', 'known', 'as', 'Huang', 'Lao', 'We', 'obviously', 'can', 'not', 'consider', 'all', 'the', 'interpretations', 'here', 'and', 'our', 'interest', 'is', 'more', 'philosophical', 'than', 'religious', 'We', 'can', 'justify', 'our', 'focus', 'whichever', 'historical', 'story', 'we', 'tell', 'since', 'as', 'Graham', ""'s"", 'analysis', 'stressed', 'the', 'Zhuangzi', 'introduces', 'Laozi', 'into', 'Chinese', 'philosophical', 'discourse', 'Whatever', 'its', 'dates', 'and', 'origin', 'Laozi', 'first', 'meant', 'to', 'Chinese', 'philosophy', 'what', 'the', 'school', 'of', 'Zhuangzi', 'first', 'found', 'of', 'interest', 'in', 'it', 'We', 'will', 'look', 'for', 'the', 'philosophical', 'theory', 'that', 'would', 'best', 'justify', 'Zhuangzi', ""'s"", 'interest', 'and', 'explain', 'the', 'traditional', 'genealogy', 'We', 'leave', 'open', 'whether', 'the', 'religious', 'reading', 'came', 'later', 'than', 'the', 'philosophical', 'or', 'preceded', 'it', 'We', 'should', 'note', 'that', 'religious', 'interpretations', 'dominate', 'the', 'extant', 'translations', 'They', 'reverse', 'our', 'strategy', 'here', 'and', 'make', 'the', 'interpretation', 'of', 'Zhuangzi', 'conform', 'to', 'the', 'theory', 'that', 'he', 'was', 'a', 'religious', 'disciple', 'According', 'to', 'this', 'interpretation', 'Laozi', 'and', 'later', 'Zhuangzi', 'had', 'some', 'mystical', 'experience', 'an', 'experience', 'of', 'the', 'indescribable', 'oneness', 'of', 'everything', 'They', 'changed', 'the', 'meaning', 'of', 'dao', 'tao', 'from', 'guiding', 'instructions', 'and', 'used', 'it', 'to', 'refer', 'to', 'a', 'divine', 'being', 'on', 'the', 'model', 'of', 'Buddha', 'or', 'mystical', 'creator', 'God', 'Besides', 'the', 'empirically', 'dubious', 'claims', 'about', 'the', 'mystical', 'experiences', 'and', 'the', 'meaning', 'change', 'the', 'religious', 'interpretation', 'of', 'the', 'text', 'faces', 'serious', 'difficulties']",263
1,  The mystical reading       there is a dao which language cannot describe   describes that very     dao and is incoherent on its face  Elaborating further on that dao  as religious     readings take the texts to do  is hard to motivate   ,"['The', 'mystical', 'reading', 'there', 'is', 'a', 'dao', 'which', 'language', 'can', 'not', 'describe', 'describes', 'that', 'very', 'dao', 'and', 'is', 'incoherent', 'on', 'its', 'face', 'Elaborating', 'further', 'on', 'that', 'dao', 'as', 'religious', 'readings', 'take', 'the', 'texts', 'to', 'do', 'is', 'hard', 'to', 'motivate']",39
